		Jaccard	Semantic	event
HOG:0138587	HOG:0138587	1.0	279.13202823769706	138587-loss-presence
HOG:0138587	HOG:0140969	0.6171875	74.84868880128032	138587-loss-presence
HOG:0138587	HOG:0142653	0.5546875	212.79899286762227	138587-loss-presence
HOG:0138587	HOG:0143421	0.4765625	199.99466700249152	138587-loss-presence
HOG:0138587	HOG:0143480	0.5546875	326.1340071214497	138587-loss-presence
HOG:0138587	HOG:0144265	0.65625	17.49028961418176	138587-loss-presence
HOG:0138587	HOG:0145548	0.625	46.479883098218664	138587-loss-presence
HOG:0138587	HOG:0154038	0.4765625	36.254875842744575	138587-loss-presence
HOG:0140969	HOG:0138587	0.6171875	147.18489234225225	138587-loss-presence
HOG:0140969	HOG:0140969	1.0	248.49637875239205	138587-loss-presence
HOG:0140969	HOG:0142653	0.546875	115.65644148549515	138587-loss-presence
HOG:0140969	HOG:0143421	0.609375	152.5878312123486	138587-loss-presence
HOG:0140969	HOG:0143480	0.5	287.01857417723585	138587-loss-presence
HOG:0140969	HOG:0144265	0.5	13.497304537935793	138587-loss-presence
HOG:0140969	HOG:0145548	0.5	50.43786782592737	138587-loss-presence
HOG:0140969	HOG:0154038	0.53125	28.119384454032907	138587-loss-presence
HOG:0142653	HOG:0138587	0.5546875	279.1301094371265	138587-loss-presence
HOG:0142653	HOG:0140969	0.546875	96.49002869255287	138587-loss-presence
HOG:0142653	HOG:0142653	1.0	217.02113986802175	138587-loss-presence
HOG:0142653	HOG:0143421	0.703125	199.9935775406112	138587-loss-presence
HOG:0142653	HOG:0143480	0.5234375	326.13383604275424	138587-loss-presence
HOG:0142653	HOG:0144265	0.3984375	17.473380976442993	138587-loss-presence
HOG:0142653	HOG:0145548	0.4609375	56.28354991336763	138587-loss-presence
HOG:0142653	HOG:0154038	0.5234375	36.25205773645479	138587-loss-presence
HOG:0143421	HOG:0138587	0.4765625	221.96293450443247	138587-loss-presence
HOG:0143421	HOG:0140969	0.609375	74.84868880128032	138587-loss-presence
HOG:0143421	HOG:0142653	0.703125	170.01551129488013	138587-loss-presence
HOG:0143421	HOG:0143421	1.0	399.6294353061359	138587-loss-presence
HOG:0143421	HOG:0143480	0.515625	417.894130677667	138587-loss-presence
HOG:0143421	HOG:0144265	0.46875	15.80042461337551	138587-loss-presence
HOG:0143421	HOG:0145548	0.484375	45.15508992537319	138587-loss-presence
HOG:0143421	HOG:0154038	0.515625	33.41199203263486	138587-loss-presence
HOG:0143480	HOG:0138587	0.5546875	167.2435272348483	138587-loss-presence
HOG:0143480	HOG:0140969	0.5	74.84868880128032	138587-loss-presence
HOG:0143480	HOG:0142653	0.5234375	128.5844518566709	138587-loss-presence
HOG:0143480	HOG:0143421	0.515625	213.24435793237623	138587-loss-presence
HOG:0143480	HOG:0143480	1.0	506.3358110975106	138587-loss-presence
HOG:0143480	HOG:0144265	0.5703125	15.336742672191331	138587-loss-presence
HOG:0143480	HOG:0145548	0.6015625	43.09879574817712	138587-loss-presence
HOG:0143480	HOG:0154038	0.4765625	31.95154723373193	138587-loss-presence
HOG:0144265	HOG:0138587	0.65625	189.936512372196	138587-loss-presence
HOG:0144265	HOG:0140969	0.5	74.84868880128032	138587-loss-presence
HOG:0144265	HOG:0142653	0.3984375	146.01418993020098	138587-loss-presence
HOG:0144265	HOG:0143421	0.46875	173.42065331430774	138587-loss-presence
HOG:0144265	HOG:0143480	0.5703125	326.1340071214497	138587-loss-presence
HOG:0144265	HOG:0144265	1.0	48.20001383952114	138587-loss-presence
HOG:0144265	HOG:0145548	0.671875	48.24667319791557	138587-loss-presence
HOG:0144265	HOG:0154038	0.3671875	42.78015711833411	138587-loss-presence
HOG:0145548	HOG:0138587	0.625	189.88531121434127	138587-loss-presence
HOG:0145548	HOG:0140969	0.5	96.62186545595867	138587-loss-presence
HOG:0145548	HOG:0142653	0.4609375	147.46046102817758	138587-loss-presence
HOG:0145548	HOG:0143421	0.484375	173.32829095331442	138587-loss-presence
HOG:0145548	HOG:0143480	0.6015625	326.1121090484229	138587-loss-presence
HOG:0145548	HOG:0144265	0.671875	18.156152385853716	138587-loss-presence
HOG:0145548	HOG:0145548	1.0	82.32515987321698	138587-loss-presence
HOG:0145548	HOG:0154038	0.3671875	52.13502180367111	138587-loss-presence
HOG:0154038	HOG:0138587	0.4765625	189.33529319825604	138587-loss-presence
HOG:0154038	HOG:0140969	0.53125	74.84868880128032	138587-loss-presence
HOG:0154038	HOG:0142653	0.5234375	145.566712397158	138587-loss-presence
HOG:0154038	HOG:0143421	0.515625	173.42065331430774	138587-loss-presence
HOG:0154038	HOG:0143480	0.4765625	326.1340071214497	138587-loss-presence
HOG:0154038	HOG:0144265	0.3671875	20.534475416800372	138587-loss-presence
HOG:0154038	HOG:0145548	0.3671875	54.467950631480804	138587-loss-presence
HOG:0154038	HOG:0154038	1.0	66.22068776978472	138587-loss-presence
HOG:0137777	HOG:0137777	1.0	589.6737236758894	138587-duplication-presence
HOG:0137777	HOG:0138191	0.5625	159.33326488572456	138587-duplication-presence
HOG:0137777	HOG:0138587	0.640625	279.1285315609956	138587-duplication-presence
HOG:0137777	HOG:0139589	0.515625	19.453142612900038	138587-duplication-presence
HOG:0137777	HOG:0140238	0.4609375	31.624640430016463	138587-duplication-presence
HOG:0137777	HOG:0140331	0.59375	21.827815253970623	138587-duplication-presence
HOG:0137777	HOG:0141789	0.421875	73.09511735030493	138587-duplication-presence
HOG:0137777	HOG:0142730	0.546875	100.79513395470501	138587-duplication-presence
HOG:0137777	HOG:0145191	0.5078125	309.1742229255205	138587-duplication-presence
HOG:0137777	HOG:0145409	0.5390625	24.07821699375659	138587-duplication-presence
HOG:0138191	HOG:0137777	0.5625	380.0381176548361	138587-duplication-presence
HOG:0138191	HOG:0138191	1.0	194.1570222971472	138587-duplication-presence
HOG:0138191	HOG:0138587	0.578125	180.13095489065188	138587-duplication-presence
HOG:0138191	HOG:0139589	0.4765625	16.233572388667266	138587-duplication-presence
HOG:0138191	HOG:0140238	0.59375	26.739691889341223	138587-duplication-presence
HOG:0138191	HOG:0140331	0.6953125	16.510719763971284	138587-duplication-presence
HOG:0138191	HOG:0141789	0.4921875	60.687021422297214	138587-duplication-presence
HOG:0138191	HOG:0142730	0.4296875	108.30727735776804	138587-duplication-presence
HOG:0138191	HOG:0145191	0.4921875	330.2197434991757	138587-duplication-presence
HOG:0138191	HOG:0145409	0.4453125	15.464840308314194	138587-duplication-presence
HOG:0138587	HOG:0137777	0.640625	573.0577484057301	138587-duplication-presence
HOG:0138587	HOG:0138191	0.578125	139.90461214656716	138587-duplication-presence
HOG:0138587	HOG:0138587	1.0	279.13202823769706	138587-duplication-presence
HOG:0138587	HOG:0139589	0.546875	19.60626449310471	138587-duplication-presence
HOG:0138587	HOG:0140238	0.453125	31.67561536468387	138587-duplication-presence
HOG:0138587	HOG:0140331	0.5625	22.031714992640275	138587-duplication-presence
HOG:0138587	HOG:0141789	0.4609375	73.1060546274624	138587-duplication-presence
HOG:0138587	HOG:0142730	0.5234375	79.86211265780189	138587-duplication-presence
HOG:0138587	HOG:0145191	0.6796875	309.1745008552693	138587-duplication-presence
HOG:0138587	HOG:0145409	0.5078125	24.17788662224347	138587-duplication-presence
HOG:0139589	HOG:0137777	0.515625	431.1367279376968	138587-duplication-presence
HOG:0139589	HOG:0138191	0.4765625	137.95557175217107	138587-duplication-presence
HOG:0139589	HOG:0138587	0.546875	211.33604349446293	138587-duplication-presence
HOG:0139589	HOG:0139589	1.0	25.63711648476488	138587-duplication-presence
HOG:0139589	HOG:0140238	0.5	36.33722930607699	138587-duplication-presence
HOG:0139589	HOG:0140331	0.546875	19.683892162575862	138587-duplication-presence
HOG:0139589	HOG:0141789	0.3828125	95.22357551484097	138587-duplication-presence
HOG:0139589	HOG:0142730	0.65625	76.86054909602667	138587-duplication-presence
HOG:0139589	HOG:0145191	0.6796875	306.5246557239446	138587-duplication-presence
HOG:0139589	HOG:0145409	0.703125	15.336742672191324	138587-duplication-presence
HOG:0140238	HOG:0137777	0.4609375	461.3932254309701	138587-duplication-presence
HOG:0140238	HOG:0138191	0.59375	139.90550149984577	138587-duplication-presence
HOG:0140238	HOG:0138587	0.453125	225.55229685537984	138587-duplication-presence
HOG:0140238	HOG:0139589	0.5	24.148810404217627	138587-duplication-presence
HOG:0140238	HOG:0140238	1.0	46.745438683555925	138587-duplication-presence
HOG:0140238	HOG:0140331	0.6640625	24.938847117822025	138587-duplication-presence
HOG:0140238	HOG:0141789	0.3984375	91.28856824926383	138587-duplication-presence
HOG:0140238	HOG:0142730	0.4296875	79.8634960962353	138587-duplication-presence
HOG:0140238	HOG:0145191	0.390625	309.1745008552693	138587-duplication-presence
HOG:0140238	HOG:0145409	0.4140625	16.120685565106996	138587-duplication-presence
HOG:0140331	HOG:0137777	0.59375	480.2792446729765	138587-duplication-presence
HOG:0140331	HOG:0138191	0.6953125	139.90550149984577	138587-duplication-presence
HOG:0140331	HOG:0138587	0.5625	236.83705082609478	138587-duplication-presence
HOG:0140331	HOG:0139589	0.546875	19.683892162575862	138587-duplication-presence
HOG:0140331	HOG:0140238	0.6640625	36.64705624289725	138587-duplication-presence
HOG:0140331	HOG:0140331	1.0	27.413398988434995	138587-duplication-presence
HOG:0140331	HOG:0141789	0.390625	73.11159946099606	138587-duplication-presence
HOG:0140331	HOG:0142730	0.4921875	79.8634960962353	138587-duplication-presence
HOG:0140331	HOG:0145191	0.4375	309.1745008552693	138587-duplication-presence
HOG:0140331	HOG:0145409	0.4453125	16.120685565106996	138587-duplication-presence
HOG:0141789	HOG:0137777	0.421875	431.1367279376968	138587-duplication-presence
HOG:0141789	HOG:0138191	0.4921875	137.95557175217107	138587-duplication-presence
HOG:0141789	HOG:0138587	0.4609375	211.33604349446293	138587-duplication-presence
HOG:0141789	HOG:0139589	0.3828125	25.63711648476488	138587-duplication-presence
HOG:0141789	HOG:0140238	0.3984375	38.06842288476323	138587-duplication-presence
HOG:0141789	HOG:0140331	0.390625	19.683892162575862	138587-duplication-presence
HOG:0141789	HOG:0141789	1.0	96.07638023340563	138587-duplication-presence
HOG:0141789	HOG:0142730	0.484375	76.86054909602667	138587-duplication-presence
HOG:0141789	HOG:0145191	0.4453125	306.5246557239446	138587-duplication-presence
HOG:0141789	HOG:0145409	0.4453125	15.336742672191324	138587-duplication-presence
HOG:0142730	HOG:0137777	0.546875	380.9782390131638	138587-duplication-presence
HOG:0142730	HOG:0138191	0.4296875	192.2012367234617	138587-duplication-presence
HOG:0142730	HOG:0138587	0.5234375	179.22994342121746	138587-duplication-presence
HOG:0142730	HOG:0139589	0.65625	15.92954262747488	138587-duplication-presence
HOG:0142730	HOG:0140238	0.4296875	26.682005179407916	138587-duplication-presence
HOG:0142730	HOG:0140331	0.4921875	16.418421028077994	138587-duplication-presence
HOG:0142730	HOG:0141789	0.484375	59.688066492665094	138587-duplication-presence
HOG:0142730	HOG:0142730	1.0	129.88285347137995	138587-duplication-presence
HOG:0142730	HOG:0145191	0.65625	328.46311917944035	138587-duplication-presence
HOG:0142730	HOG:0145409	0.7109375	15.488750400827247	138587-duplication-presence
HOG:0145191	HOG:0137777	0.5078125	367.84753492207	138587-duplication-presence
HOG:0145191	HOG:0138191	0.4921875	146.39607720967834	138587-duplication-presence
