	0
HOG:0004060	45.61291601016794
HOG:0003212	39.39122104818617
HOG:0001163	29.54341578613963
HOG:0003311	50.22380683643737
HOG:0002625	55.808744294793726
HOG:0004472	145.58311635598199
HOG:0000109	30.787194307135923
HOG:0000185	72.2529116929108
HOG:0003553	298.6454330698617
HOG:0001477	317.12315724203677
HOG:0000538	69.17351350872408
HOG:0004862	177.8053556726399
HOG:0002403	101.68152820923369
HOG:0004531	519.54175041776
HOG:0004904	31.041966397143778
HOG:0000711	34.49490243857945
HOG:0002841	55.808744294793726
HOG:0004869	189.8164464259471
HOG:0000879	112.07252672375289
HOG:0001630	91.57002739762498
HOG:0004854	422.39928092211716
HOG:0004425	42.33466556434743
HOG:0001796	50.22380683643737
HOG:0004863	52.59446299419358
HOG:0004404	20.395477830384813
HOG:0005020	172.38999139137
HOG:0003289	130.81107184530154
HOG:0004349	35.83584402608788
HOG:0003025	79.35967233705857
HOG:0002455	77.85686946686502
HOG:0005181	40.595286771982316
HOG:0000670	41.04959240951457
HOG:0004297	183.0978248122902
HOG:0003274	45.42742511728136
HOG:0000370	39.39122104818617
HOG:0003889	52.59446299419358
HOG:0000105	27.08756829957279
HOG:0003271	226.29465310976028
HOG:0000339	73.00927447474783
HOG:0000867	19.170928340239154
HOG:0004980	444.0990788998739
HOG:0002165	46.92700531815527
HOG:0000631	39.39122104818617
HOG:0000001	87.93028332621952
HOG:0001397	195.3312636124892
HOG:0002417	26.831127064804676
HOG:0000892	174.22199178653852
HOG:0001485	97.87755379616078
HOG:0002826	48.414399228743335
HOG:0004834	178.04831913780149
HOG:0001686	79.78489725022763
HOG:0003671	65.74307874274197
HOG:0003681	111.76323386266135
HOG:0000257	35.83584402608788
HOG:0002844	214.71490531623917
HOG:0000251	0.0
HOG:0001890	23.634732628911703
HOG:0004683	170.92058680385267
HOG:0000286	102.22497951235785
HOG:0001785	111.34837127991344
HOG:0000978	41.04959240951457
HOG:0000967	46.93707816427416
HOG:0004172	37.74017472737635
HOG:0003201	35.774836086406225
HOG:0001610	25.561237786985544
HOG:0004742	67.4964235134053
HOG:0004911	31.70335518616134
HOG:0004109	66.24930604916088
HOG:0005033	123.17321458603655
HOG:0003302	307.8897399235673
HOG:0000030	84.94587374305598
HOG:0000311	66.19826615786795
HOG:0000577	29.54341578613963
HOG:0000351	48.37944085702466
HOG:0000883	86.06300996246829
HOG:0000239	32.88866393104405
HOG:0002676	32.91453929088108
HOG:0000709	42.72852747460814
HOG:0002413	72.87375893914441
HOG:0003258	84.40975938897037
HOG:0004939	106.88815777589318
HOG:0000466	30.787194307135923
HOG:0004225	46.60461364351295
HOG:0005007	84.37052939175663
HOG:0000231	35.774836086406225
HOG:0002972	72.87375893914441
HOG:0004721	321.2036055011457
HOG:0004994	56.631035989272476
HOG:0001048	46.28397725218883
HOG:0003531	55.808744294793726
HOG:0000878	30.22235827780434
HOG:0000524	29.54341578613963
HOG:0003128	47.02378304204509
HOG:0000814	25.63711648476488
HOG:0000369	51.46180079729303
HOG:0000761	34.33707022832223
HOG:0003561	25.561237786985544
HOG:0001711	49.6768150802866
HOG:0002945	32.0463956059561
HOG:0001009	48.66513403652803
HOG:0003326	94.80072860015508
HOG:0003638	67.87312132955337
HOG:0001632	41.80879784700644
HOG:0003403	51.58842023701733
HOG:0003204	77.73426994591152
HOG:0003996	44.08984490426698
HOG:0000650	52.8693818000046
HOG:0002949	56.96636019355172
HOG:0003862	26.12485108229567
HOG:0002698	96.12644407133148
HOG:0003363	21.46490165184374
HOG:0003063	96.01610130495379
HOG:0001371	26.831127064804676
HOG:0004530	38.908773078713175
HOG:0003340	119.8609085486939
HOG:0000298	39.9507766670083
HOG:0004364	553.494110557942
HOG:0004076	52.59446299419358
HOG:0001776	32.0463956059561
HOG:0001714	26.831127064804676
HOG:0005082	294.2531684262399
HOG:0004989	152.77516269014674
HOG:0000552	30.844226936002396
HOG:0001757	70.32405661545157
HOG:0003134	125.8184528765287
HOG:0000547	39.39122104818617
HOG:0002858	321.71912192231315
HOG:0003004	105.5899881399418
HOG:0000594	37.54583400010712
HOG:0001809	402.1748054125767
HOG:0001301	39.32706009905203
HOG:0005190	70.33025249373935
HOG:0000551	77.31968959312285
HOG:0003483	42.72852747460814
HOG:0000256	165.70456944768492
HOG:0000048	76.45942164341211
HOG:0003767	44.55638790647336
HOG:0001636	96.12644407133148
HOG:0001276	31.041966397143778
HOG:0000394	39.39122104818617
HOG:0000153	32.0463956059561
HOG:0003461	59.72640671014646
HOG:0004126	172.88588958283697
HOG:0000629	32.0463956059561
HOG:0003334	108.3977533418109
HOG:0001517	16.226434254136304
HOG:0001082	70.27708197852097
HOG:0001609	64.7968838800412
HOG:0001392	360.176855998508
HOG:0000951	37.951593740377135
HOG:0001484	172.12659747706252
HOG:0003291	116.79130843059555
HOG:0000058	44.794805032609844
HOG:0003510	213.88128138093145
HOG:0003689	65.74307874274197
HOG:0001406	39.39892245959658
HOG:0003318	69.9433959931223
HOG:0000014	19.170928340239154
HOG:0000595	0.0
HOG:0003521	35.23144965180515
HOG:0003143	29.54341578613963
HOG:0002335	37.82559719883348
HOG:0001815	59.11679628163903
HOG:0004073	64.34534824212336
HOG:0001088	26.31093114483524
HOG:0000645	30.787194307135923
HOG:0000861	26.831127064804676
HOG:0002802	54.75695585606087
HOG:0004670	44.794805032609844
HOG:0003353	301.5544070690308
HOG:0002325	39.39122104818617
HOG:0000421	63.78052140330041
HOG:0003662	23.1331702020018
HOG:0003006	37.25761131021495
HOG:0000549	155.07210734877242
HOG:0001431	44.32509490300467
HOG:0000544	40.296477703739114
HOG:0002892	32.0463956059561
HOG:0001910	26.831127064804676
HOG:0004564	26.31093114483524
HOG:0004846	29.54341578613963
HOG:0004581	35.774836086406225
HOG:0002298	47.049285549714014
HOG:0000576	27.02679454062317
HOG:0002155	38.970180028918165
HOG:0001257	26.831127064804676
HOG:0005182	642.473647151732
HOG:0001050	35.774836086406225
HOG:0001373	44.290781537000015
HOG:0001393	76.19776027978509
HOG:0000137	49.821874271953796
HOG:0000051	65.74917539084063
HOG:0000751	50.22380683643737
HOG:0004974	833.5220267027242
HOG:0002817	65.93679473684608
HOG:0003503	47.02378304204509
HOG:0000726	30.787194307135923
HOG:0003444	217.10700750311793
HOG:0000049	44.059285511472616
HOG:0001524	74.68470399662054
HOG:0002935	45.61291601016794
HOG:0001818	35.83584402608788
HOG:0000036	30.787194307135923
HOG:0003880	29.80608904817196
HOG:0001637	15.336742672191324
HOG:0001883	32.0463956059561
HOG:0000074	57.808526227134585
HOG:0000388	44.794805032609844
HOG:0001596	102.80331859755184
HOG:0004140	89.94045228577119
HOG:0001091	21.46490165184374
HOG:0004520	359.88691738371523
HOG:0002575	25.63711648476488
HOG:0004875	154.53479026596113
HOG:0001462	74.46947457841881
HOG:0003433	84.40975938897037
HOG:0005090	189.8164464259471
HOG:0000534	78.41077262524989
HOG:0003298	166.04544413569428
HOG:0003405	19.170928340239154
HOG:0000260	42.47327699195435
HOG:0000525	32.635920686444145
HOG:0004837	47.60602823748436
HOG:0001054	84.37052939175663
HOG:0001749	47.28828990592324
HOG:0002880	32.98053930756902
HOG:0000238	30.22235827780434
HOG:0000674	65.2310642541092
HOG:0004591	37.42827634206224
HOG:0001791	82.14315973756405
HOG:0005071	180.37542669638145
HOG:0001404	83.48395964994576
HOG:0001641	79.04777582802504
HOG:0004633	36.35330314290307
HOG:0001024	75.52437424863774
HOG:0003267	26.384431446055217
HOG:0000649	37.81428911589659
HOG:0001491	30.835818108692933
HOG:0000271	23.634732628911703
HOG:0003034	293.2160833646568
HOG:0002671	50.22380683643737
HOG:0004892	505.56200445594425
HOG:0000912	32.0463956059561
HOG:0000118	41.04959240951457
HOG:0002029	44.794805032609844
HOG:0004000	111.76323386266135
HOG:0005043	285.73114922484257
HOG:0003043	43.85155190805874
HOG:0003122	202.43685026802248
HOG:0003577	129.6837808132226
HOG:0001201	0.0
HOG:0000871	39.05538834423538
HOG:0003106	146.1188437238392
HOG:0003217	29.54341578613963
HOG:0002881	35.774836086406225
HOG:0001144	19.683892162575862
HOG:0003592	206.9471588676151
HOG:0001084	25.561237786985544
HOG:0001449	91.56113030273171
HOG:0001473	35.774836086406225
HOG:0001379	43.8055646848487
HOG:0002921	81.12537102990866
HOG:0004636	167.62730009269345
HOG:0004732	157.05488058531878
HOG:0004849	88.65541761456086
HOG:0001399	104.08304704234384
HOG:0004516	226.59585453385483
HOG:0001877	38.970180028918165
HOG:0000526	41.84407894781911
HOG:0001051	95.9749553317577
HOG:0000505	87.20230044049897
HOG:0001043	79.42939298894558
HOG:0003205	152.8264685755975
HOG:0000022	33.29784527013753
HOG:0000081	37.82559719883348
HOG:0000038	35.83584402608788
HOG:0004748	203.70411610742747
HOG:0004504	284.79194211332805
HOG:0005195	121.0919394741328
HOG:0001619	120.63627899559701
HOG:0000640	30.94787878677342
HOG:0004985	56.83975889476437
HOG:0000215	43.85155190805874
HOG:0000494	77.31968959312285
HOG:0001773	26.31093114483524
HOG:0000744	21.46490165184374
HOG:0002414	194.09384347465567
HOG:0002057	26.831127064804676
HOG:0000471	37.25761131021495
HOG:0000493	53.75360237875012
HOG:0001508	118.74762630852739
HOG:0002477	81.12537102990866
HOG:0001732	104.32564909509287
HOG:0004546	42.106139649180264
HOG:0003667	291.66020387689167
HOG:0004751	205.89809176826793
HOG:0003868	25.63711648476488
HOG:0000077	112.07252672375289
HOG:0002561	32.0463956059561
HOG:0004452	207.91094380180652
HOG:0000314	40.426311494421824
HOG:0003075	56.7842813966017
HOG:0000512	34.33707022832223
HOG:0001544	26.831127064804676
HOG:0004455	26.831127064804676
HOG:0000101	31.041966397143778
HOG:0000114	88.74480715329256
HOG:0003221	44.27669682747423
HOG:0000010	52.54779209466568
HOG:0000510	49.6768150802866
HOG:0002707	158.00575894575093
HOG:0004871	400.13192774662895
HOG:0004956	37.74017472737635
HOG:0003146	21.46490165184374
HOG:0001618	77.06941184344225
HOG:0001130	26.31093114483524
HOG:0000716	43.85155190805874
HOG:0005169	46.9322925001339
HOG:0003537	22.576896757548624
HOG:0000301	57.029312250115524
HOG:0003039	211.89047602554416
HOG:0004413	52.59446299419358
HOG:0003247	76.01931042537299
HOG:0001418	43.85155190805874
HOG:0000246	29.54341578613963
HOG:0003549	431.1789687467476
HOG:0004432	213.66500591391141
HOG:0001168	37.16614962604179
HOG:0003785	54.75695585606087
HOG:0002357	32.0463956059561
HOG:0001396	62.26795101713475
HOG:0005146	130.8133933804554
HOG:0004915	247.31299729298212
HOG:0002459	29.63225675418288
HOG:0002790	25.63711648476488
HOG:0000046	37.81428911589659
HOG:0001747	30.835818108692933
HOG:0001295	0.0
HOG:0002282	52.34372002775415
HOG:0000368	29.54341578613963
HOG:0004024	142.79317629967485
HOG:0000561	81.46321522536329
HOG:0004807	221.3551668432357
HOG:0004033	97.78455196951039
HOG:0001606	70.26966580562025
HOG:0001963	32.91453929088108
HOG:0000943	42.72852747460814
HOG:0000468	41.04959240951457
HOG:0000087	89.89792269152794
HOG:0001008	125.29041996866226
HOG:0003863	40.09358516812661
HOG:0000837	62.27734283994224
HOG:0000181	30.31973362081637
HOG:0003338	154.79149837067808
HOG:0001668	40.94356945018931
HOG:0003491	182.0439659917626
HOG:0005053	172.03301133161509
HOG:0003973	47.28828990592324
HOG:0001415	139.50381930652634
HOG:0000704	32.0463956059561
HOG:0004750	52.19006288851472
HOG:0000217	26.31093114483524
HOG:0004518	55.985919729849556
HOG:0000139	36.427123116004736
HOG:0001513	140.06789411161753
HOG:0003161	29.54341578613963
HOG:0002323	47.99514838187679
HOG:0001788	21.46490165184374
HOG:0004491	21.46490165184374
HOG:0000873	30.276109905195536
HOG:0000548	55.05228005939679
HOG:0003720	54.26540146873387
HOG:0005060	37.74017472737635
HOG:0004542	77.4958315252471
HOG:0004160	33.992463050641355
HOG:0003170	28.214269825227053
HOG:0002891	42.72852747460814
HOG:0000395	42.47327699195435
HOG:0000623	35.774836086406225
HOG:0005108	178.04831913780149
HOG:0000258	84.87935523489264
HOG:0000320	83.47430514377153
HOG:0000519	95.7448919927329
HOG:0001554	165.94916260369237
HOG:0000300	45.527822403569225
HOG:0003333	52.76413825718061
HOG:0000340	29.54341578613963
HOG:0000956	60.13639303094722
HOG:0002691	35.83584402608788
HOG:0001793	136.58318928983934
HOG:0001721	55.91072868277489
HOG:0004665	21.46490165184374
HOG:0001872	29.54341578613963
HOG:0004440	41.14317411360135
HOG:0002715	37.02718180175107
HOG:0002966	62.29737137205166
HOG:0002465	36.3526909520079
HOG:0004661	398.86984658544014
HOG:0002030	47.13538280687068
HOG:0002928	32.0463956059561
HOG:0003659	32.0463956059561
HOG:0000703	38.68484848346677
HOG:0002981	59.95532337860749
HOG:0004319	217.3995004725347
HOG:0003450	30.22235827780434
HOG:0004535	26.831127064804676
HOG:0000295	49.64869961840097
HOG:0002259	29.54341578613963
HOG:0004212	166.28722599627162
HOG:0000862	44.290781537000015
HOG:0004059	21.46490165184374
HOG:0003306	79.79303287926608
HOG:0001943	26.831127064804676
HOG:0000597	33.97862159356348
HOG:0004156	271.98739252428095
HOG:0000220	55.51178541630213
HOG:0004039	66.39416018520015
HOG:0000555	21.46490165184374
HOG:0002120	29.54341578613963
HOG:0004630	158.84459504418143
HOG:0004459	32.88866393104405
HOG:0000080	41.04959240951457
HOG:0000550	39.39122104818617
HOG:0001707	84.34464054834123
HOG:0003643	29.54341578613963
HOG:0003336	253.3754858131168
HOG:0001433	69.38344623549698
HOG:0002840	138.32685493926667
HOG:0004052	64.34534824212336
HOG:0004674	205.89809176826793
HOG:0001499	0.0
HOG:0004207	157.43952731682938
HOG:0000414	35.267837281533815
HOG:0001801	21.46490165184374
HOG:0000435	45.99320325143927
HOG:0003441	186.79814680727242
HOG:0000484	82.91792434116932
HOG:0000270	66.06468776078268
HOG:0001753	0.0
HOG:0004735	839.5322229213824
HOG:0004196	99.52540533460513
HOG:0003361	142.16946414278706
HOG:0002909	148.36439983584506
HOG:0002855	276.2849391444711
HOG:0003138	170.0942062718108
HOG:0001534	32.91453929088108
HOG:0004193	125.19915474640602
HOG:0000099	75.51721088670494
HOG:0004253	96.01610130495379
HOG:0003406	35.3684570078417
HOG:0000027	30.22235827780434
HOG:0003951	132.870202281418
HOG:0005161	381.34646302435453
HOG:0001734	81.51307362866137
HOG:0004080	65.74307874274197
HOG:0000856	32.91453929088108
HOG:0000849	32.88866393104405
HOG:0002184	35.83584402608788
HOG:0000603	154.8932347417549
HOG:0003475	104.15078571935732
HOG:0001858	34.46863335699247
HOG:0003290	260.14814656757807
HOG:0004014	108.3977533418109
HOG:0000489	30.30584686548252
HOG:0000941	53.70695259667406
HOG:0000987	21.46490165184374
HOG:0004831	25.63711648476488
HOG:0004025	42.33466556434743
HOG:0003432	100.07519176922318
HOG:0001897	26.831127064804676
HOG:0000511	101.2419004369367
HOG:0001437	45.61291601016794
HOG:0001122	43.85155190805874
HOG:0004274	65.74307874274197
HOG:0001509	33.684911719344214
HOG:0001118	40.426311494421824
HOG:0003279	166.20672508029637
HOG:0002893	28.360716836922446
HOG:0004533	355.5972213956523
HOG:0002748	29.54341578613963
HOG:0002491	32.0463956059561
HOG:0000657	82.99846057336865
HOG:0004406	26.831127064804676
HOG:0004291	37.25761131021495
HOG:0001704	21.46490165184374
HOG:0005009	45.044657567705286
HOG:0004576	347.6498219435134
HOG:0003167	184.38267794087702
HOG:0004771	33.378956959279634
HOG:0004609	91.06372677129757
HOG:0001807	100.05838149819175
HOG:0001664	131.06533548760126
HOG:0001022	30.22235827780434
HOG:0003772	79.99607762186217
HOG:0000700	92.29266305409908
HOG:0005144	22.576896757548624
HOG:0004816	81.12537102990866
HOG:0000784	56.0135279974654
HOG:0000144	53.906804770142855
HOG:0003552	0.0
HOG:0002052	39.87472951011948
HOG:0001514	78.68669330053609
HOG:0000606	34.49490243857945
HOG:0005119	281.7449627121638
HOG:0002885	136.61825195328836
HOG:0003779	0.0
HOG:0000331	79.47133611766219
HOG:0000647	30.844226936002396
HOG:0002924	84.40975938897037
HOG:0001086	32.88866393104405
HOG:0000235	30.787194307135923
HOG:0000366	39.39122104818617
HOG:0001761	29.80608904817196
HOG:0004699	236.291699475848
HOG:0000259	105.87148282790181
HOG:0003686	19.170928340239154
HOG:0005168	89.94045228577119
HOG:0003032	105.1713399042532
HOG:0000928	49.6768150802866
HOG:0003328	125.92050831416627
HOG:0001035	35.774836086406225
HOG:0003574	193.4748723984239
HOG:0000103	47.80850445232222
HOG:0004651	246.24725166601235
HOG:0000265	70.32053159912796
HOG:0000374	42.66388235509531
HOG:0001676	163.39134331384318
HOG:0001494	26.31093114483524
HOG:0000995	45.067028953351766
HOG:0001504	77.42509955814675
HOG:0003714	0.0
HOG:0002799	45.42742511728136
HOG:0000208	39.39122104818617
HOG:0005093	51.00707165707984
HOG:0000084	63.97259809286355
HOG:0000068	30.787194307135923
HOG:0003505	100.68951404190918
HOG:0000970	0.0
HOG:0004374	26.831127064804676
HOG:0000854	30.787194307135923
HOG:0004951	348.37703502397306
HOG:0004848	326.5568857627359
HOG:0003478	196.10871757478935
HOG:0002879	100.12419320159017
HOG:0003927	26.831127064804676
HOG:0000536	61.711969669585116
HOG:0003442	49.6768150802866
HOG:0003109	23.634732628911703
HOG:0002344	35.774836086406225
HOG:0001615	57.684370376293174
HOG:0005173	310.61442497502594
HOG:0003112	23.634732628911703
HOG:0005205	247.31299729298212
HOG:0005111	189.8164464259471
HOG:0000713	95.28360109467309
HOG:0000611	54.2830661759464
HOG:0003518	79.04777582802504
HOG:0003011	66.18344675985153
HOG:0002672	125.68161443271933
HOG:0000641	85.29679745715141
HOG:0002371	74.00618510376786
HOG:0002359	35.774836086406225
HOG:0000799	39.05538834423538
HOG:0001868	42.92133778540279
HOG:0002808	54.12118551437305
HOG:0004933	161.70225911055616
HOG:0003423	198.4319489249071
HOG:0004554	573.4822512031137
HOG:0004524	28.214269825227053
HOG:0003111	43.64887570375898
HOG:0002982	66.65650286038868
HOG:0002388	23.634732628911703
HOG:0001332	42.52997217289863
HOG:0000203	55.73940205365295
HOG:0004550	260.90967441205044
HOG:0003639	65.74307874274197
HOG:0003580	216.50822432428097
HOG:0003171	32.59057817840657
HOG:0004218	132.870202281418
HOG:0003605	26.831127064804676
HOG:0004040	33.992463050641355
HOG:0004741	26.831127064804676
HOG:0004590	47.23654904202207
HOG:0003166	379.29341194073226
HOG:0004671	356.85878637463173
HOG:0002772	19.170928340239154
HOG:0000041	15.336742672191324
HOG:0003746	52.59446299419358
HOG:0000160	98.81091504145725
HOG:0002898	123.12206401839445
HOG:0002358	25.63711648476488
HOG:0002713	69.35855604723916
HOG:0000264	89.33124656093165
HOG:0003808	35.774836086406225
HOG:0004710	35.43262522960001
HOG:0000228	83.82212362347802
HOG:0004132	171.04213266715462
HOG:0003398	112.96879099113747
HOG:0001665	306.84213656061684
HOG:0000736	143.19299706162124
HOG:0001679	101.27247606090562
HOG:0000272	30.787194307135923
HOG:0002807	131.06533548760126
HOG:0002726	35.774836086406225
HOG:0002794	29.71321588776393
HOG:0004415	50.509744775804194
HOG:0003501	39.59387757052725
HOG:0001040	62.56934042420703
HOG:0000365	21.46490165184374
HOG:0000615	49.37250739923387
HOG:0002385	32.0463956059561
HOG:0005117	422.39928092211716
HOG:0003083	97.78455196951039
HOG:0001364	25.63711648476488
HOG:0004478	38.543813260266546
HOG:0000899	25.561237786985544
HOG:0001405	30.787194307135923
HOG:0005012	30.22235827780434
HOG:0003534	212.04335155445833
HOG:0000656	47.65763579336735
HOG:0000465	33.345725572703905
HOG:0004095	143.45165471330458
HOG:0003624	47.39212064895529
HOG:0000297	31.041966397143778
HOG:0000771	70.0813452693403
HOG:0003047	57.80205888258169
HOG:0002581	79.78489725022763
HOG:0003183	37.05451313947016
HOG:0004170	65.74307874274197
HOG:0001535	179.92834554886187
HOG:0000989	55.41555894397945
HOG:0004477	32.44665258453906
HOG:0000140	45.915649979224455
HOG:0001850	56.75863727131008
HOG:0001117	37.25761131021495
HOG:0000188	30.844226936002396
HOG:0004048	87.2011629606152
HOG:0004571	178.04831913780149
HOG:0000693	51.22620300329527
HOG:0003664	52.59446299419358
HOG:0003299	23.634732628911703
HOG:0003741	37.882308581853145
HOG:0004464	217.72731741201554
HOG:0004199	131.06533548760126
HOG:0004398	189.6064617005409
HOG:0000646	39.39122104818617
HOG:0000719	32.0463956059561
HOG:0001171	39.32706009905203
HOG:0003404	90.23136815856022
HOG:0000803	51.17946181273663
HOG:0004723	211.30966575695808
HOG:0000015	21.46490165184374
HOG:0002895	474.8607233793924
HOG:0004102	66.18344675985153
HOG:0004228	145.90607271226818
HOG:0000898	33.97862159356348
HOG:0003196	355.9628948150522
HOG:0004448	264.28325303594625
HOG:0004534	355.5972213956523
HOG:0005159	49.821874271953796
HOG:0004608	54.47887253012537
HOG:0003139	136.58318928983934
HOG:0001729	108.60723911088651
HOG:0000076	79.70983843151012
HOG:0002193	37.25761131021495
HOG:0004901	331.83341362175514
HOG:0000201	70.21765763346222
HOG:0003360	28.214269825227053
HOG:0001356	26.831127064804676
HOG:0000893	174.22199178653852
HOG:0004611	758.8831777536809
HOG:0002743	57.47581899099771
HOG:0001846	44.89671654277053
HOG:0001527	131.06533548760126
HOG:0002646	66.18344675985153
HOG:0000429	32.88866393104405
HOG:0002830	50.22380683643737
HOG:0000612	29.54341578613963
HOG:0003806	35.774836086406225
HOG:0000578	29.54341578613963
HOG:0001828	136.57342106683657
HOG:0000018	41.6369143890054
HOG:0002875	142.16946414278706
HOG:0003801	29.80608904817196
HOG:0000291	42.72852747460814
HOG:0001058	27.67398531869883
HOG:0000355	52.20282773723092
HOG:0000344	65.81698049746137
HOG:0004490	392.2610747955661
HOG:0004511	48.9065995928096
HOG:0002866	32.0463956059561
HOG:0002265	35.83584402608788
HOG:0002614	55.26894188767591
HOG:0004903	37.25761131021495
HOG:0000533	39.39122104818617
HOG:0001663	231.93109782124077
HOG:0000495	88.56049620632905
HOG:0004825	182.8792423364423
HOG:0001053	62.670584639332546
HOG:0000712	39.39122104818617
HOG:0005186	52.21352675637694
HOG:0005153	149.56271189523164
HOG:0002406	56.0135279974654
HOG:0000648	25.034217719459726
HOG:0001128	62.94935464042887
HOG:0004483	45.61291601016794
HOG:0001061	32.0463956059561
HOG:0000401	37.02718180175107
HOG:0003108	115.46531907281108
HOG:0000696	20.080122192695594
HOG:0003684	25.494347287981014
HOG:0004739	189.8164464259471
HOG:0004232	37.74017472737635
HOG:0001073	56.0135279974654
HOG:0004072	74.54848375191737
HOG:0001029	30.26047775906678
HOG:0003002	42.72852747460814
HOG:0001417	86.62781034518963
HOG:0000013	88.29702509665087
HOG:0003250	265.5230321947168
HOG:0000438	38.115814047083056
HOG:0001414	43.85155190805874
HOG:0005137	224.41676564712418
HOG:0003571	301.00715705972084
HOG:0000269	37.25761131021495
HOG:0001478	21.46490165184374
HOG:0004961	86.34959507944097
HOG:0002407	42.72852747460814
HOG:0004697	154.53479026596113
HOG:0004616	154.53479026596113
HOG:0003453	185.13910477306288
HOG:0004446	29.54341578613963
HOG:0003601	29.54341578613963
HOG:0000143	88.71631343068003
HOG:0001529	72.87375893914441
HOG:0001123	15.336742672191324
HOG:0000728	50.22380683643737
HOG:0003052	190.0366237498057
HOG:0000720	39.39122104818617
HOG:0005204	21.46490165184374
HOG:0004195	119.3553997760041
HOG:0000834	20.150856956383745
HOG:0002263	127.98515723602812
HOG:0005027	55.11230613033373
HOG:0001515	54.93794084458732
HOG:0003680	65.74307874274197
HOG:0002876	53.57751973461234
